id,name,type,ownership_percentage,address,birthdate,nationality
265,Jamie Cook,Person,15.24,"11213 Ferguson Harbors
South Michelleborough, MO 87144",2005-01-08,Ukraine
266,Tina Lyons,Person,60.31,"3511 Brooks Freeway Apt. 838
North Jenniferchester, MS 87758",1952-08-13,Mali
267,Patricia Gutierrez,Person,56.46,"5546 Amber Drive Apt. 868
Richardsfort, NM 29925",1952-06-05,Sierra Leone
268,Lori Green,Person,10.0,"2458 Beth Landing
Aaronhaven, OH 84562",1972-09-11,United Arab Emirates
269,Sergio Olson,Person,85.34,"444 Thomas Prairie Apt. 595
West Lindatown, NJ 26278",1940-11-10,China
270,Victoria Davidson,Person,38.63,"PSC 1768, Box 8689
APO AE 63847",2000-03-24,Slovakia (Slovak Republic)
271,Paul Lopez,Person,10.68,"3932 Alyssa Plains Apt. 971
Coreytown, NY 80314",1996-12-19,Mali
272,Craig Moreno,Company,51.98,"15511 Harper Tunnel
Port Justinland, NC 89382",,
273,Samuel Jones,Person,37.04,"3943 White Estates
Jonathanmouth, AZ 82162",1988-08-23,Cuba
274,Ronald Gray,Company,97.69,"76126 Norman Mountains
Raymondburgh, VT 35678",,
275,Gary Kelly,Person,12.57,"51591 Graham Fords
Christineland, TX 58795",1978-01-25,Belgium
276,Danielle Potter,Person,28.06,"7910 William Flat Suite 138
West Aaronstad, SC 81968",1945-10-02,Algeria
277,Ryan Lowe,Company,49.6,"7236 Scott Ridge
West Cheryl, KS 57696",,
278,Matthew Dixon,Company,10.26,"8184 Gillespie Viaduct Apt. 717
Staceymouth, AZ 01493",,
279,Sean Berger,Company,61.9,"USS Perkins
FPO AP 24501",,
280,Timothy Phillips,Company,53.53,"Unit 8284 Box 8101
DPO AA 27459",,
281,Dustin Howard,Company,13.11,"94088 Moore Islands
Reynoldsland, GA 07373",,
282,Jennifer Rogers,Person,27.09,"4468 Hansen Inlet Apt. 453
Castrofort, MS 11433",1994-10-01,Japan
283,Ronald Shaw,Company,12.85,"93964 Stokes Route
South Peterside, VI 67823",,
284,Phillip Frederick,Person,25.59,"5999 Thompson Fields Suite 155
South Angelica, SD 10227",1991-03-12,North Macedonia
285,Ryan Johnson,Company,66.72,"04802 Kristin Port
Smithfort, NM 33542",,
286,Amy Benson,Person,38.85,"089 Peterson Overpass Apt. 971
Smithhaven, UT 67028",1952-06-16,Greenland
287,Carmen Phillips,Person,78.84,"47890 Steven Crossing Suite 219
Port Rogerberg, AS 36780",1999-08-29,Greenland
288,James Welch,Person,37.9,"5984 Elizabeth Circle
Justinchester, NV 91764",1946-06-20,Somalia
289,Joanne Harris,Person,42.66,"5045 Kathleen Plain Apt. 488
West Jennifer, WV 89354",1934-06-18,San Marino
290,Alexandra Alexander,Person,73.35,"18140 Parker Park Apt. 600
South Garyport, AZ 04137",1947-01-12,Burundi
291,Melissa Obrien,Person,95.03,"6119 Wendy View
Andersonborough, DC 05822",1996-09-23,Saint Martin
292,Joseph Cuevas,Company,9.95,"270 Smith Stravenue Apt. 640
Patrickmouth, TN 90634",,
293,Elizabeth Kane,Company,7.81,"16640 Matthew Point
North Debrastad, TX 04543",,
294,Steven Christian,Person,53.01,"3120 Rose Stravenue Suite 152
North Mary, DC 18169",1973-10-16,Falkland Islands (Malvinas)
295,Richard Perry,Person,42.27,"1046 Shah Hills
Johnfurt, WY 60610",1963-03-31,Tajikistan
296,Jackson Ortega,Person,4.77,"Unit 0762 Box 3679
DPO AE 50946",1988-09-16,Madagascar
297,Paula Green,Company,55.81,"579 Whitaker Haven Apt. 994
Lake Sylvia, OH 49721",,
298,Willie Martinez,Company,93.48,"250 Jones Prairie
Christinamouth, SC 15702",,
299,Heather Ward,Person,15.8,"619 Mcneil Stream Suite 178
Kristinchester, WA 14565",1952-06-03,Botswana
300,Angel Marks,Company,71.07,"68387 Glenda Ridge
East Kendraside, DC 81565",,
301,Derrick Griffith,Company,5.17,"42548 Jefferson Knoll Apt. 038
Lake Michelle, OR 54764",,
302,Jon Logan,Person,68.51,"674 Cole Port Suite 502
South Territon, CA 05287",1952-11-13,Mauritius
303,Tiffany Chavez,Person,61.83,"286 Young Route Suite 091
Lake Melissa, MS 04438",1934-03-26,Nicaragua
304,Matthew Turner,Company,11.06,"609 Johnson Keys
Petersonfurt, NM 11600",,
305,John Fernandez,Person,94.97,"791 Smith Mall Apt. 581
Kimchester, DE 61153",1940-08-04,Ethiopia
306,Savannah Swanson,Person,61.99,"319 Taylor Crossroad
South Amandastad, DC 52771",1942-04-16,Ukraine
307,Jeremy Castro,Person,9.12,"416 Jonathon Roads
North Jillian, RI 95358",1944-05-20,Botswana
308,Michael Richardson,Person,7.19,"25887 Bradshaw Avenue Apt. 989
South Rebecca, MH 97677",1970-09-25,Niue
309,Jacqueline Nash,Company,37.37,"2907 Jordan Stravenue Apt. 841
Stephanieberg, MP 27369",,
310,Nicole Davis,Person,30.46,"947 Adams Islands
Connerport, IN 22487",1937-01-02,Qatar
311,Amanda Potter,Person,83.01,"99368 Phillip Crossing
New Richardland, ID 65717",1937-11-28,Korea
312,Jeanette Montoya,Company,3.25,"192 Charles Highway
Gregland, FL 05808",,
313,Travis Williams,Person,11.55,"720 Holmes Springs
East Chelsea, PW 27238",1991-12-25,Guyana
314,Kaylee Salazar,Company,51.95,"USCGC Williams
FPO AE 02689",,
315,Catherine Valentine,Company,37.57,"991 Cisneros Path Suite 040
Terrishire, VA 74562",,
316,Tammy Bonilla,Person,30.51,"0580 Stevens Radial
Brendafort, VA 62225",1996-03-08,Tokelau
317,Matthew Wilson,Person,0.95,"185 Davis Tunnel Suite 531
Kristenview, TX 67515",1959-02-20,Cape Verde
318,Angela Mclean,Person,70.66,"9243 Johnny Shoals Apt. 351
South Rachelchester, CO 79436",1971-07-25,France
319,Michael Davis,Company,18.41,"8242 Henderson View
Lake Robertland, SC 55033",,
320,Jessica Pope,Company,85.82,"Unit 0914 Box 9271
DPO AP 52108",,
321,Robin Schaefer,Person,84.74,"389 Baker Harbor
Julianchester, NY 54897",1983-11-17,Tokelau
322,Linda Stewart,Company,90.55,"PSC 3188, Box 3414
APO AA 67534",,
323,George Wilkerson,Person,89.44,"11470 Donald Forge
Hernandezview, IN 72771",2005-09-28,Honduras
324,Craig Glover,Person,34.3,"6846 Merritt Prairie Suite 207
Port Michael, VI 55300",1949-04-06,United Kingdom
325,Marie Edwards,Person,22.56,"97048 Brett Mills Suite 074
East Brittany, PR 82684",1947-04-12,Barbados
326,Vickie Wilson,Company,24.66,"356 Mallory Mountain Apt. 925
Wardtown, KS 16269",,
327,Megan Casey,Company,55.84,"1325 Neal Inlet
Lake Markborough, FL 23565",,
328,Rebecca King,Company,56.1,"1916 Tiffany Station
Andersonburgh, MO 63460",,
329,Rhonda Nixon,Company,31.39,"22007 Ball Tunnel Suite 119
Lake Cory, MN 61364",,
330,Joseph Giles,Company,30.85,"285 Macias Springs
Melissaberg, IL 64167",,
331,Samuel Ward,Company,20.16,"59664 Owens Isle
Annaland, MO 91941",,
332,Kristina Vincent,Person,47.18,"3306 Jones Stream
New Samantha, TX 32486",1947-02-05,Singapore
333,Erika Martinez,Person,17.22,"728 Charles Landing
South Dillonland, CO 92974",1957-07-11,Tanzania
334,Breanna Martinez,Company,97.92,"73464 Isabel Crossing Suite 014
Davisborough, MI 43300",,
335,Katelyn Mason,Company,29.53,"5274 Walker Place
West Luiston, MH 52579",,
336,Cory Gonzales,Person,80.03,"66991 Elizabeth Knolls
Lopezberg, PR 79487",2000-01-06,Maldives
337,Katherine Morgan,Person,27.41,"6491 Massey Spurs Suite 652
East Geraldstad, CO 02435",1985-09-10,British Indian Ocean Territory (Chagos Archipelago)
338,Samantha Adkins,Company,64.65,"915 Max Crossing
Bellberg, AR 37525",,
339,Heather Ware,Person,37.25,"293 Brianna Street Suite 402
Catherinefurt, KY 81216",1956-03-29,Ukraine
340,Susan Roberts,Person,19.66,"PSC 9637, Box 7772
APO AE 28456",1967-01-01,Reunion
341,David Patterson,Person,55.07,"1265 Thomas Bridge Apt. 660
Lake Craigport, FL 99308",1963-01-03,Switzerland
342,Jason Martin,Person,77.97,"879 Linda Fords
New Jennifer, MI 97074",2004-02-10,Japan
343,Michael Obrien,Person,76.57,"Unit 8885 Box 9202
DPO AA 73614",1943-07-18,Solomon Islands
344,Brittany Adams,Person,51.51,"87287 Joshua Crossing
Adamshaven, CO 61027",1968-06-01,Uganda
345,Karen Yang,Person,36.09,"8944 Mayer Lights
New Nicolemouth, KS 01711",1971-05-16,Ethiopia
346,Robert Cruz,Person,27.81,"069 Mann Mills
Dayshire, ME 47530",1964-09-27,Greenland
347,Jeffrey Diaz,Company,55.93,"3965 Catherine Forks
Blackberg, AL 35468",,
348,Kyle Roach,Company,6.25,"06040 Carpenter Forge
Nancyborough, GA 47553",,
349,Anne Collins,Person,16.06,"8998 Adrienne Spur
Lake Davidland, FM 65831",1968-03-31,Colombia
350,Logan Simmons,Person,82.12,"194 Sheri Plain Suite 878
Morrisview, NM 11837",1948-05-21,Jordan
351,Martin Ford,Company,96.73,"58056 Jones Ports Apt. 056
Shelleyton, CO 51118",,
352,Bruce Hudson,Company,88.73,"139 Melanie Field
West Monicahaven, KY 54601",,
353,Erik Figueroa,Company,19.07,"24910 Flores Ford
Shawstad, MI 97929",,
354,Robert Clarke,Person,88.8,"3957 White Inlet
Danielbury, PR 59252",1987-06-09,Belarus
355,Amber Moreno,Company,92.6,"685 Chase Divide Apt. 738
Duranbury, WV 12188",,
356,Lisa Moore,Person,43.46,"9857 Knapp View Apt. 529
South Brett, MP 09566",1942-12-26,Poland
357,Philip Lee,Person,58.27,"6993 Griffith Wall Apt. 894
Floresmouth, MN 80637",1937-07-16,Puerto Rico
358,Evan Rogers,Person,77.18,"8966 Gerald Prairie
Hullburgh, AK 38867",1970-08-22,Bouvet Island (Bouvetoya)
359,Matthew Gay,Company,29.77,"710 Walker Valley Suite 571
Lake Michaelton, HI 65113",,
360,Shannon Harmon,Person,54.29,"9465 Karen Rue
East Deannaland, OH 36096",1943-12-10,Slovenia
361,Rachel Diaz,Person,4.1,"USCGC Clark
FPO AA 80404",1967-02-15,Mozambique
362,Mary Short,Person,65.6,"95420 Alfred Hollow
Lake Lauratown, PA 45976",1948-12-04,Jamaica
363,Ashley Lewis,Person,0.54,"9900 Nathan Mission Suite 438
Lake Christina, MA 36373",1943-02-05,Benin
364,Susan Calderon,Company,9.77,"Unit 2572 Box 9298
DPO AE 01655",,
365,Julie Jones,Company,39.1,"58597 David Wall Apt. 777
Kerrland, WV 13163",,
366,Tiffany Guzman,Company,17.15,"07030 Moreno Knolls Suite 827
New Michael, PA 76883",,
367,Donald Mclean,Person,22.67,"212 Tate Divide
Kleinstad, OR 59521",1942-01-26,Germany
368,Marcus Harris,Company,89.63,"57356 Harris Loop
East Brianland, OH 61286",,
369,Kendra Miller,Person,47.37,"529 Trevor Curve Suite 002
East Kristinburgh, MD 47974",1983-12-28,Madagascar
370,James Fletcher,Company,83.58,"4106 David Burg Suite 282
Jeanetteton, CT 57594",,
371,Lauren White,Person,15.87,"79830 Joel Trafficway
Lake Justin, KY 03944",1943-09-05,New Caledonia
372,Elizabeth Johnson,Company,72.39,"1065 Hodge Common Suite 527
North Erika, SD 12815",,
373,Heidi Miller,Person,13.55,"12759 Gonzales Isle
North Gracemouth, MP 39491",1995-01-15,Egypt
374,Timothy Houston,Person,14.94,"63181 Russell Walks
Lake Lori, ME 88215",1996-11-15,Lithuania
375,Lori Mosley,Person,0.8,"901 Justin Glens
North Hectorchester, LA 02229",1982-03-15,United States Virgin Islands
376,Michael Thomas,Company,14.28,"1070 Andrew Neck
South Kathryn, WA 82997",,
377,Joseph Bell,Person,24.96,"47152 Brown Well Apt. 470
Palmerville, FM 81731",1979-03-23,Zambia
378,Joyce Blankenship,Company,17.83,"384 Cooper Club Apt. 027
Brandymouth, GU 71675",,
379,Jody Dixon,Person,40.82,"719 Robert Union
Port Victoriaburgh, OK 30298",1938-08-01,Finland
380,Heidi Simmons,Person,49.0,"848 Lisa Isle
New Williamville, WY 76487",1969-07-14,Chile
381,Thomas Dawson,Person,19.17,"560 Nicole Pine
Hannahfort, UT 68390",1992-06-29,Montserrat
382,Taylor Miller,Person,43.15,"8202 Mary Spring
Vasquezfurt, PR 68761",2002-04-24,Heard Island and McDonald Islands
383,Stephanie Smith,Company,9.04,"069 Danielle Course Suite 949
New Katherineside, FL 32801",,
384,Oscar Foster,Company,96.62,"8528 Jones Trail
Andrewshire, FL 04205",,
385,Brittany Jennings,Person,11.27,"8092 Jennifer Courts
Bowmanstad, CT 74103",1955-06-30,Pakistan
386,Dorothy Leach,Company,23.08,"4789 Wilson Square
Cynthiashire, NE 58616",,
387,Edward Mccoy,Company,89.97,"PSC 3947, Box 8654
APO AA 50837",,
388,Wendy Ali,Person,90.63,"5256 Patricia Trace
North Heatherside, FM 58106",1972-12-24,Samoa
389,Cheryl Simmons,Person,7.95,"7477 Knight Parks Suite 692
West Juliefurt, MI 54780",1943-07-12,Jordan
390,Dustin Graham,Person,93.32,"345 Perez Island Apt. 444
Wareland, OK 08580",1985-06-30,Lebanon
391,Adam Wagner,Company,22.96,"92040 Chavez Harbors Suite 628
Kimchester, AK 42508",,
392,Kara Hurst,Person,40.53,"387 Garza Well
New Patricia, MI 88260",1955-02-26,Zimbabwe
393,Jennifer Suarez,Company,75.48,"PSC 5765, Box 0927
APO AP 72814",,
394,Peter Thompson Jr.,Person,37.84,"8561 Edwards Course Suite 415
Jessicamouth, CA 36334",1962-03-22,Finland
395,Charles Donaldson,Person,80.82,"62522 Strong Ports Apt. 249
Foxland, IA 41326",1986-02-18,Finland
396,Wendy Jones,Person,31.98,"USNV Sanders
FPO AA 38346",1947-02-12,United States Minor Outlying Islands
397,Daniel Long,Company,44.69,"2575 Kathleen Mews Suite 293
Jasonborough, NY 92741",,
398,Thomas Strickland,Person,89.12,"PSC 4220, Box 0488
APO AA 67470",1934-08-12,Martinique
399,Krista Kerr,Company,3.35,"9276 Carrie Cliff Apt. 131
Anahaven, AL 61397",,
400,Rachel Jefferson,Person,2.37,"199 Robert Wells Suite 900
Gibsonhaven, DC 81551",2005-10-17,Jordan
401,Barbara Spencer,Person,63.59,"0227 Michaela Creek Suite 744
Lake Olivia, IL 01519",1986-03-31,Libyan Arab Jamahiriya
402,Robin Daugherty,Company,65.52,"52349 Erica Grove
Mccormickland, WV 77692",,
403,Sherry Mitchell,Company,75.11,"32232 Jason Creek Apt. 968
Lake Douglas, LA 40137",,
404,Jasmine Hurst,Company,65.68,"58996 James Lodge Apt. 376
East David, KS 17600",,
405,Kayla Boyer,Company,87.18,"18879 Harvey Wells Apt. 016
Cainfort, MS 36296",,
406,Kathleen Colon,Company,7.81,"8454 Robert Turnpike Apt. 707
North Christopherville, DE 90778",,
407,Lori Ward,Company,5.99,"65128 Katelyn Rest
Mccoyfurt, AL 87353",,
408,Alexa Jones,Person,2.12,"48291 Griffin Ville
Thompsonhaven, DC 93515",1999-05-27,Sao Tome and Principe
409,Jonathan George,Person,64.28,"06263 Lori Via
New Brian, CA 29810",1983-11-16,India
410,Robert Farley,Person,15.25,"34745 Harris Roads Apt. 483
Mercedesburgh, SC 99526",1965-11-26,Iraq
411,Christopher Peters,Person,47.17,"8100 Moran Mount
West Taylorville, NV 93590",2004-05-28,French Polynesia
412,Brandon Townsend,Company,10.55,"8744 Nicole Lakes
Chaneyfurt, UT 96368",,
413,Kimberly Chang,Company,70.16,"030 Coleman Flat
North Larry, RI 24113",,
414,Joshua Stevenson,Company,27.93,"782 Jason Spur Apt. 403
East Angelachester, PA 80991",,
415,Elaine Snyder,Company,98.22,"9112 Hernandez Skyway
Johnport, NV 49435",,
416,Mrs. Rachel Taylor,Person,54.1,"575 May River
East Sue, MS 09564",1946-07-22,Yemen
417,Brenda Long,Person,35.65,"300 Maxwell Landing
Rogersport, OR 97689",1962-11-11,Costa Rica
418,Monica Anderson,Company,70.45,"90386 Peck Stream Suite 450
East Karen, VI 83732",,
419,James Marshall,Company,6.81,"57298 Phillips Junction Suite 920
South Christineshire, ND 13366",,
420,Lauren Nichols,Person,9.84,"366 Daniels Prairie
New Joseburgh, VI 53886",1995-11-04,Angola
421,Barbara Evans,Company,53.76,"302 Brooke Corner Apt. 477
South Kevinport, PR 63518",,
422,Clinton Mann,Person,48.32,"7993 Mary Lake Apt. 628
Lancefurt, UT 38663",1963-03-02,Comoros
423,Sean Blankenship,Company,88.54,"04818 Austin Plaza Apt. 029
New Juan, ME 66807",,
424,Joe Moore,Person,12.4,"40245 Erik Inlet
Campbellmouth, NE 35372",1991-12-29,Lesotho
425,Ashley Guzman,Person,25.36,"073 Jonathon Brook Apt. 487
New Devonmouth, CT 11716",1961-12-09,Egypt
426,Sandra Fernandez,Person,82.6,"9042 Johnson Pass Suite 015
West Ronald, MP 52192",1960-01-06,Greenland
427,Lauren Ross,Company,57.12,"4955 Michael Court Apt. 998
Alexandriashire, GA 30609",,
428,Donna Conley,Person,77.11,"9921 Brian Fork Suite 057
South Kimberly, TN 62819",1941-10-30,Cote d'Ivoire
429,Anthony Elliott,Company,44.03,"5446 Warner Curve
Marshallhaven, MS 21174",,
430,Sharon Schultz,Person,83.03,"7755 Megan Square
Harrisonburgh, MS 37673",1998-08-20,China
431,Amber Cabrera,Person,11.23,"551 Brenda Shoal Apt. 337
Port Ashleyland, OK 62856",1951-10-06,Seychelles
432,Shannon Brown,Company,77.83,"PSC 5579, Box 8831
APO AA 51145",,
433,Caroline Hicks,Company,58.36,"USS Clark
FPO AP 61557",,
434,Tanya Potts,Person,19.98,"1275 Jordan Squares Apt. 471
Pottstown, AL 55485",1979-07-02,Mongolia
435,Monica Foster,Person,22.69,"3249 Robert Rest Suite 107
South Leahside, LA 56302",1944-05-05,Barbados
436,Aaron Richards,Company,97.66,"877 Ryan Stravenue Suite 716
Port Mark, OK 72839",,
437,Timothy Myers,Company,64.43,"493 Derrick Summit Suite 823
Wilsonton, FL 05142",,
438,Tina Campbell,Person,2.58,"0140 Welch Wall
New Cindyville, GA 62600",1981-04-07,Libyan Arab Jamahiriya
439,Mark Hogan,Person,47.58,"96852 Mcfarland Ridge
Grossfort, DC 13814",1983-06-14,Nicaragua
440,Joshua Golden,Company,98.89,"048 Garcia Estates Apt. 187
East Staceyfort, ND 98931",,
441,Jennifer Brown,Person,74.38,"97117 James Forge
Paulaside, CT 49922",1966-02-24,Grenada
442,Danielle Lin,Person,13.74,"42535 Shelly River
Brownhaven, PW 87622",1936-11-18,Saint Helena
443,Joseph Munoz,Company,9.67,"80595 Henderson Streets
Luismouth, VA 59210",,
444,Debra Taylor,Company,74.97,"7740 Cruz Passage
Morganview, KY 09358",,
445,Joseph White,Company,38.95,"0587 Wilson Common Apt. 318
North Angelicatown, MD 82137",,
446,Mary Brooks,Person,8.4,"9423 Mcmahon Corners
Clarkside, PW 78297",1955-08-18,Grenada
447,Billy Young,Company,65.78,"403 Mosley Knolls
Mccallton, MO 36645",,
448,Gregory Choi,Person,75.55,"USNV Alexander
FPO AE 12676",1956-04-23,New Caledonia
449,Diamond Nelson,Company,3.83,"7672 William Plaza
New Jordan, ID 01278",,
450,Mrs. Mckenzie Nelson,Person,6.13,"2823 Parker Fords Apt. 842
New Steven, MI 10681",1978-10-11,Tajikistan
451,Charles Smith,Company,85.89,"Unit 3789 Box 8795
DPO AP 23046",,
452,Duane Hernandez,Company,76.36,"83137 Nicholas Lane
Jonesport, OK 19834",,
453,Jo Williamson,Company,90.7,"299 Scott Park Apt. 575
Dianetown, PW 60973",,
454,Austin Rubio,Person,10.68,"354 Lambert Tunnel Apt. 302
West Damon, MH 56807",1998-08-10,Barbados
455,James Kramer,Person,68.93,"736 Martin Parkway Suite 607
West Jonathan, CT 54111",1938-09-30,Australia
456,Angelica Choi,Company,10.0,"1882 Amy Prairie Apt. 164
West Brucemouth, MD 99443",,
457,Timothy Bryant,Person,31.84,"Unit 7208 Box 4575
DPO AP 04121",1982-11-07,Nepal
458,Alan Harrison,Person,63.07,"677 Griffith Prairie
East Carrie, SD 74764",1978-06-17,Holy See (Vatican City State)
459,Jason Jones,Person,63.91,"02734 Kenneth Burgs Suite 927
Millerport, NM 71364",1972-06-27,Uruguay
460,Jerry Humphrey,Person,80.77,"868 Li River Suite 080
Lyonsland, SD 23375",1957-10-28,Nepal
461,Rhonda Murphy,Person,69.43,"9184 Walker Courts Apt. 764
New Denise, AL 55469",1966-01-16,Holy See (Vatican City State)
462,Juan Wagner,Person,8.95,"1981 Matthew Mountains
Paulfort, GU 60510",1986-12-06,Nicaragua
463,Jeffrey Robinson,Person,42.21,"2967 Christopher Field
Darrelltown, MN 59001",1963-04-10,Hungary
464,Mario Mclean,Company,48.62,"3617 Hardy Spurs
South Jennifer, NJ 75665",,
465,Paul Hale,Company,99.59,"40876 Patrick Spur
South Tanya, GA 91763",,
466,Aaron Banks,Person,47.41,"Unit 6775 Box 5798
DPO AA 35708",1949-02-10,French Southern Territories
467,Curtis Nolan,Person,93.03,"51693 Wright Wells
Debrafurt, OH 40788",1937-02-04,French Polynesia
468,Tina Fields,Person,66.36,"4161 Simmons Junction
Kathymouth, ID 26765",1972-11-14,Austria
469,Michelle Ward DDS,Person,0.28,"89600 Gray Skyway
Lake Peter, CO 51168",1984-07-10,Madagascar
470,Nicole Tran,Company,34.73,"39524 Alyssa Fork
New Jeanfurt, CA 66860",,
471,Sara Atkinson,Person,37.9,"01105 Duncan Light Apt. 461
Smithville, IN 93077",1967-10-23,Ecuador
472,Diane Anderson,Person,50.45,"534 Pope Valley Apt. 783
Wilsontown, FM 05762",2005-08-25,Lebanon
473,Gabriela Sanders,Company,97.37,"2808 Cindy Spurs Apt. 876
East Andreatown, WV 22440",,
474,Richard Ellison,Person,25.69,"92434 Angela Mews Suite 119
Melissaview, VT 59746",2003-01-25,Hong Kong
475,Nathan Yates,Company,71.86,"55733 Jones Row Suite 814
Ellenfort, MS 65236",,
476,Joanne Morgan,Person,39.96,"4565 Sharon Avenue Apt. 463
North Samanthabury, MN 36799",1987-02-27,Niger
477,Ashley Frank,Company,19.17,"993 Bradley Islands Apt. 832
Luisfurt, VI 02903",,
478,Terry Morgan,Company,88.49,"8071 Kyle Field
Michaelton, NY 75474",,
479,Julia Wilson,Person,65.73,"USNS Robinson
FPO AP 27189",1965-12-24,Mayotte
480,Scott Jensen,Person,61.24,"923 Williams Crest
East Sandraborough, AZ 57801",1989-08-29,Solomon Islands
481,Debra Jackson,Company,25.53,"42421 Jennifer Locks
Martinport, OH 16190",,
482,Lisa Malone,Person,19.68,"3534 Craig Locks Suite 673
Pamelaport, NM 73375",1979-09-02,Morocco
483,Noah Smith,Company,30.53,"22832 Whitaker Motorway Apt. 755
Brianmouth, PR 93106",,
484,Jonathan Bartlett,Company,60.77,"044 John Road Suite 785
Natashaberg, AL 60027",,
485,Robert Rodriguez,Person,14.23,"514 Nielsen Mountain Suite 454
Freyside, NY 51889",1985-02-02,Turks and Caicos Islands
