id,name,address,birthdate,nationality,ownership_percentage,type
241,Lisa Johnson,"096 Kelly Glen
West Arthurborough, ME 27918",1932-09-02,Greenland,88.64,Company
242,Brandon Powers,"1047 Randy Mountains
Wilcoxtown, PA 85048",1977-08-09,United Kingdom,26.97,Person
243,Travis Zimmerman,"3965 Joseph Springs
Combsberg, RI 22965",1958-07-11,Iceland,3.96,Company
244,Jennifer Clements,"89319 Calderon Ports Apt. 620
West Kelli, LA 28695",1975-12-02,Gambia,84.56,Person
245,Steven Guzman,"1324 Sarah Ford Apt. 509
Lake Amberberg, OK 09035",1970-07-13,Ethiopia,98.29,Person
246,Tabitha Sullivan,"67556 Lopez Harbors
South Carolyn, DE 75421",2001-06-04,Morocco,98.58,Company
247,Katherine Ramos,"USNV Patterson
FPO AP 12161",2014-03-30,Bouvet Island (Bouvetoya),24.29,Company
248,Nancy Wright,"Unit 2353 Box 6281
DPO AP 63759",1939-08-18,Bahrain,10.03,Company
249,Meghan Cook,"27854 Gibbs View Apt. 696
Boltonmouth, GU 01049",1924-05-08,Samoa,93.75,Company
250,Todd Bailey,"04155 Hall Underpass Suite 785
Kennedyburgh, CA 72998",1996-04-18,China,21.81,Person
251,Linda Carter,"420 Parks Path Apt. 732
North Earl, MO 32612",1957-01-22,Ghana,99.1,Person
252,Tonya Li,"202 Cheryl Trace
Danielside, WY 06471",2002-03-01,Guam,99.7,Person
253,Mark Snyder,"522 Jennifer Lights
Lake Monicastad, IL 22586",1963-10-18,Mali,93.16,Company
254,Todd Adams,"248 Phillips Coves Apt. 872
New Thomasside, PA 61020",2018-12-16,Burkina Faso,52.17,Company
255,Taylor Howe,"5472 Cisneros Hills
Troyhaven, FM 84949",2008-08-26,Ukraine,91.16,Person
256,Jesus Blackburn,"0711 White River Suite 498
Penastad, NV 06809",1970-03-06,Gibraltar,43.41,Company
257,Kimberly Gonzalez,"4188 Tara Hill Apt. 971
North Jenniferfurt, FM 60387",1975-01-15,Czech Republic,40.96,Person
258,Jason Robinson DDS,"5247 Gary Squares Suite 020
Port Kathleenchester, MD 03302",1917-11-27,Namibia,52.52,Person
259,Mrs. Amber Oliver DVM,"00974 Jackson Groves Suite 350
Lake Ginabury, RI 48076",1926-06-06,Equatorial Guinea,60.63,Person
260,Anthony Mclaughlin,"733 Adams Station
Jonesfort, GU 55669",1985-01-13,Seychelles,69.81,Company
261,Martin Drake,"6091 Jamie Parkway Suite 455
New Ryan, FL 45121",1931-06-14,Tanzania,19.47,Company
262,Christopher Allison,"6882 Rivers Vista Apt. 028
Lake Kimberlyshire, MD 69804",2021-06-01,Bolivia,13.82,Person
263,Kiara Adams,"974 Amanda Extensions
New Derrick, MH 93735",1990-04-27,China,49.1,Company
264,Alexis Barnes,"920 Timothy Burg
West Sylviahaven, KY 02858",1919-08-22,North Macedonia,87.58,Company
265,Francis Harrell,"PSC 0854, Box 9964
APO AP 56473",1985-09-22,Ethiopia,96.94,Company
266,Janice James,"108 Johnson Ridge
Salazarberg, SC 28118",2014-02-21,Turkey,34.85,Person
267,Mary Patel,"46016 Johnson Pine Suite 429
Darrylton, NJ 95118",1993-02-03,Kiribati,50.04,Person
268,Zachary Terry,"19425 Michelle Mountains
Markland, WA 04368",2011-01-11,Korea,31.79,Company
269,Charles Petersen,"PSC 0879, Box 9348
APO AP 93990",1910-10-24,Antarctica (the territory South of 60 deg S),26.79,Company
270,Jennifer Daniel,"4971 Julie Well Suite 656
Port Jerryview, NE 41992",1995-07-31,Paraguay,18.11,Company
271,Patrick Young,"7437 Tracy Passage Apt. 976
Lynnmouth, VI 19040",1997-05-26,Cameroon,68.87,Company
272,Megan Saunders,"15802 Robert Meadows
Jessicaton, MS 37736",1937-12-01,Lithuania,19.14,Company
273,Suzanne Glover,"07487 Johnson Plaza
Port Christinemouth, MS 57528",1963-02-14,Tokelau,98.65,Person
274,Paige Hill,"10643 Kelley Well
South Donna, MD 91915",1917-02-19,Liberia,48.31,Company
275,Amanda Joseph,"91008 Thomas Hills Apt. 620
East Nicholas, NH 32453",1993-12-13,Chad,28.76,Person
276,Joseph Gonzalez,"8229 Mosley Mountains
West Aliciaville, CA 73101",2008-07-08,Japan,51.02,Company
277,Cassidy Stephens,"6818 Michael Hill Apt. 459
South Julia, WI 09396",1917-11-26,Anguilla,16.71,Company
278,Nicole Osborne,"19180 Wanda Via
West Maryborough, MP 46657",2003-01-02,Poland,57.54,Person
279,Elizabeth Jones,"13191 Lauren Land
North Raymond, KY 38688",1915-03-15,Croatia,49.77,Person
280,Jennifer Day,"8169 Hansen Mill Suite 838
Jacksontown, NC 66016",1990-12-02,Italy,7.43,Company
281,Mike Flores,"Unit 5686 Box 5007
DPO AP 02133",1983-09-19,Italy,91.14,Person
282,Andrew Lang,"3067 Wong Circles Apt. 363
Morrisonborough, CA 79272",1945-02-23,Saudi Arabia,72.2,Person
283,Daniel Williams,"8357 Ballard Land Suite 177
South Ryanmouth, KS 10723",1979-10-27,Jersey,54.02,Company
284,Matthew Stewart,"22912 Charles Gateway Apt. 879
East Robertchester, IA 61686",1954-05-31,Iran,26.87,Person
285,Vanessa Chen,"1100 Henderson Shoal
New Chrisfurt, UT 18538",1969-03-09,Barbados,13.96,Person
286,Crystal Johnson,"2467 Daniels Estates Apt. 847
Morrisonchester, FL 62744",2006-11-09,Myanmar,94.5,Person
287,Peter Nelson,"PSC 1697, Box 0375
APO AA 27831",1963-05-20,Iceland,26.49,Person
288,Dwayne Clark,"98840 Jenkins Creek
Port Allison, OH 31764",1928-06-13,New Zealand,23.02,Person
289,Aaron Harris,"0115 Esparza Dam Suite 938
Connorton, UT 44262",1917-04-10,Gambia,11.51,Company
290,Elizabeth Rice,"7232 Nguyen Ford Apt. 416
Jonesberg, PA 69010",1947-10-03,Kazakhstan,16.49,Company
291,Kevin Anderson,"8700 Margaret Track
New Stacyshire, MS 47966",1963-05-24,Guinea-Bissau,6.55,Person
292,Christopher Wong,"815 Wong Gardens Apt. 559
North Deborahshire, NV 01278",1944-02-17,Barbados,26.76,Company
293,Sarah Owens,"97306 Jacob Causeway
Blevinsfort, MI 24083",1973-11-22,Seychelles,82.09,Company
294,Michelle Lane,"574 Trevor Parkways Suite 519
Juliechester, GU 94715",1959-07-01,Yemen,19.52,Company
295,James White,"6959 Melissa Ranch Suite 185
East Paulland, ME 65872",2009-08-25,Moldova,14.89,Person
296,Sarah Watts,"74380 Vanessa Row
West Bonniehaven, ME 33430",1932-04-08,Saint Pierre and Miquelon,88.32,Company
297,Brent Velez,"8775 Owen Dam
Schneidershire, CT 32112",2003-05-19,Pakistan,66.22,Company
298,Billy Miller,"82561 Jennifer Brook Suite 365
Pamelastad, WV 63655",1970-01-21,South Africa,32.8,Company
299,William Fox,"76525 Kathy Inlet Apt. 066
Skinnerstad, WI 68019",2001-10-30,Morocco,80.27,Company
300,Vicki Harrington,"705 Parsons Shore
Youngview, DE 07698",1999-06-28,China,45.92,Company
301,Scott Baker,"597 Ortega Courts Suite 653
East Shelby, FL 95085",1956-01-12,Congo,68.0,Company
302,Jeffrey Brown,"8237 Brock Keys Apt. 827
Port Johnshire, VI 93414",1995-05-31,Belarus,66.06,Company
303,James Morgan,"187 Randall Rapids
New Lisaborough, PA 68981",2001-10-17,Slovakia (Slovak Republic),11.51,Company
304,Kim Silva,"Unit 1559 Box 2468
DPO AA 05140",2021-01-08,Monaco,10.4,Person
305,Frederick Cruz,"088 Joel Cliff Suite 235
Port Henryland, NV 91496",1951-05-27,Russian Federation,32.37,Company
306,Katherine Edwards,"41908 Eugene Locks Apt. 921
Georgestad, AS 67150",2006-06-28,Equatorial Guinea,93.22,Person
307,Jennifer Chan,"005 Amy Locks Suite 289
Amystad, RI 06715",1915-09-01,Palau,6.27,Company
308,Laura Lowe,"26518 Fuller Light
Port Susanborough, AS 62565",1983-03-14,Saint Martin,36.4,Company
309,Paul Smith,"Unit 1343 Box 9348
DPO AP 67147",1984-03-13,Slovenia,98.23,Company
310,Tammy Johnson,"233 Albert Dam
North Jenniferville, OK 78139",1957-02-22,Palestinian Territory,97.06,Company
311,Denise Mccormick,"791 Michael Pines Suite 574
Kingview, AR 67630",1985-01-28,Portugal,21.23,Person
312,Janet Allen,"97657 Daniel Courts
South Davidmouth, VI 56967",1992-05-11,Antarctica (the territory South of 60 deg S),98.07,Person
313,April Lee,"PSC 5919, Box 0362
APO AP 99746",1987-05-31,Germany,37.93,Person
314,Ryan Robinson,"70538 Walter Well
Eduardomouth, HI 13433",2019-07-07,Benin,56.79,Person
315,Lisa Smith,"8123 Gordon Light
Gutierrezchester, MS 07839",1961-06-01,Guyana,88.51,Company
316,Kevin Phelps,"881 Hernandez Harbors
Carriebury, AR 73643",1931-06-02,Heard Island and McDonald Islands,66.7,Person
317,Melissa Thomas,"1282 Martinez Dam Suite 926
South John, MN 20557",1957-05-31,Guyana,37.32,Company
318,Angela Collins,"721 Meghan Lodge
New Kara, MP 93955",1992-09-24,Ghana,45.32,Company
319,William Oliver,"981 Jillian Mills Apt. 102
Sonyaberg, CT 60146",1930-08-10,Saint Helena,78.74,Person
320,Jennifer Tran,"5986 Jennifer Orchard Suite 802
Alexberg, TX 33353",2016-12-09,Marshall Islands,98.91,Company
321,Ann Lowery,"9842 Conner Ridge
South John, FL 27668",1984-10-26,Uruguay,87.12,Company
322,David West,"45940 Johnny Wells
Williamsshire, GA 11283",1977-08-14,Cape Verde,71.77,Person
323,Aaron Bates,"9625 Lopez Path Apt. 907
Crosbytown, OK 91833",1927-08-24,Guyana,80.78,Person
324,Todd Ellis,"Unit 1002 Box 1856
DPO AP 63078",1987-05-08,Tunisia,5.95,Person
325,Susan Smith,"729 Andrew Prairie Apt. 703
Rileyfort, SC 86578",1995-06-13,Gabon,87.05,Company
326,Adam Spencer,"87267 Abbott Knoll Apt. 826
Lake Latoya, UT 43959",1912-09-24,Bahrain,47.84,Company
327,Alison Brandt,"36017 Moreno Loaf
Johnsonport, CT 16831",2024-01-03,Saint Pierre and Miquelon,53.82,Person
328,Virginia Hall,"Unit 3295 Box 4928
DPO AA 73883",1928-08-09,Norway,69.41,Company
329,Willie Thomas PhD,"85180 Jacobs Loop Suite 555
West Feliciamouth, OR 92999",1920-10-10,Lao People's Democratic Republic,72.94,Person
330,David Thomas,"16642 Williams Mall Apt. 266
Rachelview, AZ 63656",1926-10-12,Montenegro,28.88,Person
331,Jesus Carter,"6161 Amy Vista
North Matthew, FM 25703",1992-12-14,Armenia,83.03,Person
332,Linda Williams MD,"96967 Evan Fords Suite 425
Samanthahaven, VI 75088",1948-02-11,Oman,4.27,Person
333,Meagan Ryan,"050 Linda Views Apt. 726
Aliciaview, LA 79430",1917-10-02,Guatemala,26.59,Company
334,Ronald Johnson,"63047 Faith Wells Suite 533
Vazquezland, MI 50578",1962-05-21,Estonia,44.97,Company
335,Timothy Griffin,"0070 Kristin Divide Suite 003
North Anna, GA 83779",1980-07-19,Yemen,35.4,Company
336,Ryan Jones,"6522 Patterson Light
South Julia, KS 09865",1980-02-04,Tuvalu,13.83,Person
337,Christopher Fisher,"45948 Catherine Shoals Apt. 884
West Megan, WA 78921",1992-07-22,Cook Islands,38.43,Person
338,Karl Davis,"9140 Lee Point Apt. 540
Jenniferberg, OH 93561",1953-04-30,Azerbaijan,63.52,Person
339,Ruben Morton,"79200 Higgins Path
Nicholasstad, PW 72105",1932-11-10,Dominica,6.62,Company
340,David Walker,"8044 Julia Greens Suite 034
Ashleyfurt, HI 86491",1972-05-18,Fiji,90.96,Person
341,Kathryn Scott,"6027 Travis Divide Suite 265
Lake Timothy, FM 72665",1912-05-14,Yemen,26.57,Company
342,Jessica Rose,"292 Mejia Drive
Lake Angelaberg, DC 80299",1973-04-21,Djibouti,24.49,Company
343,Elizabeth Burnett,"18970 Odom Squares Apt. 426
Port Josephchester, ND 40477",1952-04-11,Antarctica (the territory South of 60 deg S),62.36,Company
344,Cassandra Sawyer,"07993 Matthew Rapid Suite 479
Greeneberg, OR 81235",1960-06-01,Tanzania,91.2,Company
345,Jennifer Trujillo,"0897 Anthony Hollow Apt. 520
Kristenborough, CT 15815",1983-08-21,Algeria,45.47,Company
346,Robert Bridges,"52554 Stevenson Union Suite 744
Kellyburgh, SC 12383",1948-01-16,Uruguay,5.21,Person
347,Jacob Duarte,"3345 Wilcox Plain
West Teresa, OR 39030",1933-10-26,United States Virgin Islands,85.91,Company
348,Thomas Kelly,"965 Davis Cape Suite 333
West John, IN 54583",1980-12-03,Guyana,87.9,Company
349,Angela Baldwin,"74803 Robinson Walks
Stanleyport, NH 56167",2006-02-05,Kuwait,25.16,Person
350,James Rivas,"USS Silva
FPO AE 26707",2010-05-03,Kuwait,29.97,Person
351,Kayla Lara,"08752 Vincent Circles
Johnsonside, KS 10002",1941-10-09,Bahrain,70.79,Person
352,Rachel Moon,"318 Anthony Club Apt. 033
East Paula, PA 08344",2011-04-16,Lebanon,49.01,Company
353,Lori Daugherty,"849 Wilson Lakes
Braymouth, KY 05670",1926-03-21,Georgia,63.96,Company
354,David Evans,"5835 Craig Plaza Apt. 378
Cruzside, KY 31675",1979-10-01,Venezuela,4.44,Company
355,Michael Lucas,"230 Castaneda Mountain
North Micheleburgh, OK 87914",1994-08-20,Mauritania,25.07,Person
356,Terry Mccoy,"155 Russell Street Suite 745
Carlport, VT 63939",1926-06-30,Lao People's Democratic Republic,12.8,Person
357,William Diaz,"222 Hill Skyway Apt. 427
Garciachester, HI 25212",1989-12-31,Jersey,99.19,Person
358,Ian Spears,"2569 Anderson Bridge Suite 950
Debbiestad, TX 79115",1989-12-03,Lesotho,70.52,Company
359,Rachel Thomas,"41396 Sara Port
South Katelynside, NV 77324",1984-09-11,United States Virgin Islands,82.96,Company
360,Raymond Wilson,"8475 Eric Trace Suite 427
Port Gina, ND 70058",1975-12-18,Nicaragua,78.6,Person
361,Charles Martin,"995 Jeffery Road Apt. 550
New Meganside, MI 39165",1956-07-14,Argentina,45.91,Company
362,Brandon Rogers,"9059 Ann Tunnel Suite 498
Romerochester, IA 31053",2018-11-27,Canada,46.52,Company
363,Joshua French,"66372 Sutton Avenue Suite 280
North Donaldview, PW 36345",1999-05-01,Dominican Republic,39.18,Company
364,Robert Turner,"30955 Tammy Manor
West Linda, PA 77178",1947-12-10,Western Sahara,93.27,Person
365,Jason Reeves,"6569 Robertson Green
Christopherstad, MN 55321",1943-06-05,Lebanon,69.17,Company
366,Michelle Johnson,"53496 Ronald Rapids Apt. 150
Jocelyntown, SC 48151",1929-01-17,Saint Kitts and Nevis,48.16,Company
367,John Morris,"20495 Haley Views
Calderonland, TN 68233",1945-05-16,United Kingdom,21.06,Person
368,Jonathan Morris,"7165 Olson Parks
Port Victoriaborough, CT 12853",1992-11-12,Colombia,93.87,Person
369,Kristin Young,"65990 Julie Path
New Teresa, PW 00795",1978-03-11,Ecuador,56.36,Person
370,Adam Johnson,"USCGC Gardner
FPO AA 48911",1942-04-14,Norfolk Island,38.63,Company
371,Adam Jones,"3346 Donna Rapid Suite 786
North Alanberg, RI 58322",1954-05-19,Hong Kong,69.04,Company
372,James Simpson,"USCGC Anthony
FPO AP 97882",2010-06-23,Syrian Arab Republic,18.41,Person
373,Jesse Haynes,"2586 Nicole Rapids Suite 891
Perkinshaven, AS 52654",1941-05-21,Morocco,45.88,Person
374,Joan Hunter,"567 Brewer Key Apt. 234
Lake Candaceland, KS 93642",1947-04-05,Croatia,88.87,Company
375,Matthew Zuniga,"28546 Roman Tunnel
Jessicaland, SD 81371",2012-03-25,Vanuatu,64.28,Person
376,James Bennett,"30371 Martin Court
West Amy, OH 20327",1985-02-26,South Africa,80.22,Company
377,Rachel Owens,"017 Bridges Mountain Suite 682
Port Abigail, AS 63540",1993-12-31,Bahrain,29.99,Company
378,Barbara Rodriguez,"158 Frank Plains Apt. 472
Kristenshire, AZ 16095",1960-12-05,New Caledonia,42.96,Company
379,John Caldwell,"3169 Janet Court
New Gabrielle, MP 67661",1913-05-27,Sao Tome and Principe,99.1,Person
380,Suzanne White,"307 Ruiz Way Apt. 144
Lake Davidland, NE 63887",1934-05-15,Bangladesh,89.39,Company
381,Stacey Carter,"0102 Sanchez Squares Suite 770
Seanfurt, WY 08640",1915-03-17,Madagascar,70.08,Company
382,Bryan Davis,"91310 Diaz Island Suite 171
Garyview, IN 48213",1950-07-16,Zimbabwe,62.12,Person
383,Matthew Brewer,"23199 Parrish Points Apt. 402
Anthonyside, FM 32977",1999-12-06,Niger,38.69,Company
384,Michael Acosta,"USNS Gomez
FPO AA 37316",1940-09-03,Mozambique,87.35,Person
385,Darin Hernandez,"20712 Riggs Extension Apt. 509
Lake Amyhaven, NY 12767",1951-03-25,Reunion,85.16,Person
386,Brenda Esparza,"8081 Nicholas Plains Suite 774
North Nicholas, FL 80944",1925-09-09,Djibouti,13.39,Person
387,Caroline Spears,"80582 Rojas Motorway Suite 440
Stacieborough, IN 63836",1980-02-25,Saint Vincent and the Grenadines,52.94,Company
388,Roy Castro,"65197 Roberts Forest
Lake Julia, VI 57746",1993-04-17,Tuvalu,19.3,Person
389,Jose Johnson,"USNV Anderson
FPO AP 88019",1957-11-03,Mongolia,38.75,Person
390,Anne Smith,"7050 Knox Plains
Zacharyborough, NV 16648",2000-06-08,Turkey,78.44,Person
391,Blake Jenkins,"9226 Neil Drives
West Elijahshire, VT 66676",1951-02-22,Belgium,37.17,Company
392,Dr. Kristen Williams MD,"4817 Fuller Island
South Williamtown, TX 89794",1968-08-10,Montserrat,82.47,Company
393,Joshua Meadows,"48701 Jennifer Place
Fostermouth, ME 30580",1974-10-19,Armenia,57.15,Company
394,Jennifer Johnson,"83763 Michael Radial Suite 155
Claymouth, OH 60444",2014-09-22,Moldova,97.04,Company
395,Adam Cooper,"6937 Kelly Terrace
Danielberg, CA 47881",1920-11-30,Egypt,45.66,Company
396,Cathy Sweeney,"0985 Schneider Run
Webbshire, FM 39099",1938-08-23,Fiji,80.89,Company
397,Shawn Thomas,"0410 Harding Terrace
North Joseph, MI 32012",1940-03-08,Kyrgyz Republic,61.42,Person
398,James Johnson,"390 Clayton Mountains
North Brian, VA 30074",1948-03-17,American Samoa,6.16,Person
399,Allen Castro,"532 Tiffany Lodge
New Karen, PW 56272",1946-06-18,Zimbabwe,77.03,Person
400,Jacob Simpson,"Unit 0336 Box 2438
DPO AP 56844",1910-02-03,Kazakhstan,75.62,Company
401,Robert Carter,"853 Mendez Bridge Apt. 937
East William, MI 81327",1983-12-09,Sri Lanka,44.86,Person
402,Tyler Mccoy,"8639 Tracy Alley Apt. 820
New Kelly, FL 30020",1966-12-07,Bahrain,17.79,Company
403,Ralph Flores,"710 Kimberly Highway
North Sarafurt, MA 47573",1984-02-26,Iraq,70.8,Company
404,Jesus Rodgers,"713 James Path
Mckinneyton, ME 47553",1927-08-10,Central African Republic,88.59,Company
405,Mr. Bryan Ramirez,"57857 Karen Cove
Maxwelltown, CO 90241",1985-07-04,Andorra,11.51,Person
406,Belinda Rose,"07621 Robert Heights Suite 560
North Janetfort, NE 80564",1914-09-20,British Indian Ocean Territory (Chagos Archipelago),40.77,Company
407,Kyle Stein,"74682 Anderson Circle Suite 256
Onealstad, DE 86016",1923-06-21,Croatia,53.0,Person
408,Micheal Hill,"4513 Whitney Crossroad Suite 193
Port Heatherborough, FM 14065",1986-12-01,Sierra Leone,57.78,Company
409,Emma Wilson,"95250 Justin Hills Suite 917
Wellstown, SC 95272",1968-04-29,Heard Island and McDonald Islands,15.46,Person
410,Katrina Cole,"2298 Griffin Locks Suite 362
North Jenniferview, NE 17937",2011-06-10,Mayotte,67.92,Company
411,Melanie Martin,"USCGC Smith
FPO AE 78869",1970-02-21,San Marino,23.85,Person
412,Madeline Knight,"88853 Edwards Court
Alanfurt, OK 29270",1958-04-09,Timor-Leste,12.18,Company
413,Jacob Torres,"69254 Crawford Cliffs
North Charleschester, PA 41460",1967-08-17,Iraq,29.75,Person
414,John Andersen,"157 Daniel Views
Fritzport, NE 18118",1970-12-06,Cook Islands,10.12,Person
415,Tracy Mahoney,"7306 Torres Pine
Pottsberg, LA 45226",1921-08-04,New Caledonia,85.1,Company
416,Angelica Parker,"382 Cross Alley
New Johnathan, UT 28344",1933-01-10,Trinidad and Tobago,51.84,Company
417,Wayne Mcbride,"Unit 8445 Box 9475
DPO AP 59747",2021-06-08,Ethiopia,61.58,Company
418,Nicholas Wilkins,"6706 Carla Knoll Suite 310
Davisstad, AK 82317",1944-05-01,Denmark,16.3,Company
419,Audrey Smith,"Unit 3050 Box 9560
DPO AE 97129",1964-03-07,Andorra,35.04,Person
420,Keith Perez,"326 Jennifer Oval Suite 216
Colebury, NM 06068",1927-03-04,India,0.76,Person
421,Jessica Fields,"76827 Dustin Inlet
South Joshuamouth, MS 31985",1992-07-31,Nepal,69.08,Company
422,Matthew Chavez,"793 May Ways Apt. 267
Millshaven, NM 30180",1937-09-27,British Virgin Islands,55.63,Company
423,Amber Barnett,"177 Thompson Branch Suite 576
West Ronald, OR 91549",2018-03-12,Italy,37.08,Company
424,Caleb Miller,"USNS Lloyd
FPO AP 93569",2009-05-05,Comoros,72.68,Company
425,Derek Valdez,"2150 Shawn Route
East Priscilla, AZ 24076",1986-09-02,Indonesia,91.78,Person
426,Angela Hoover,"PSC 2461, Box 0104
APO AA 29579",2013-03-22,Tajikistan,71.31,Company
427,Crystal Perez,"020 Owen Locks
Sarastad, AR 89375",1938-05-26,Brunei Darussalam,90.88,Company
428,Willie Ballard,"59514 Robert Junction Apt. 666
Berrytown, NM 75979",1949-04-10,Ethiopia,76.9,Company
429,Stephanie Gross,"925 Faulkner Stravenue
Hillstad, TX 24392",2022-06-01,Madagascar,31.7,Person
430,Mark Hernandez,"Unit 6363 Box 2046
DPO AE 11978",1942-01-11,France,53.66,Person
431,Jessica Williams,"551 Robert Road Apt. 139
South Sheri, WV 52380",1912-07-18,Bermuda,74.45,Company
432,William Smith,"1911 Lee Estate Suite 459
Pennyfort, NE 17518",1988-08-27,Sri Lanka,17.12,Person
433,Stacey Owens,"9341 Goodman Points Suite 317
Moodybury, CT 44896",1941-03-24,Iraq,73.0,Person
434,Amanda Moore,"5018 Karen Port Suite 385
East Chelsea, MO 56722",1955-10-10,Libyan Arab Jamahiriya,34.01,Company
435,Elizabeth Williams,"8343 Leon Hills Suite 714
New Edwardside, NE 50622",2009-06-02,Morocco,80.02,Company
436,Lindsay Davis,"6887 Snyder Forge Apt. 979
Lake Michaelville, MO 01700",1962-09-19,Paraguay,22.52,Company
437,Hector Baldwin,"Unit 6657 Box 1840
DPO AE 71386",1933-09-06,Botswana,1.51,Company
438,Amanda Salas,"496 Samantha Lock Apt. 285
West Daniel, GA 16391",1998-12-18,Ethiopia,9.05,Company
439,Michele Sanchez,"9229 Jacobson Junction Suite 352
Perezport, VT 70832",1960-11-11,Monaco,19.33,Company
440,Chloe Fleming,"56253 Robert Prairie
East Nicole, VA 17164",1931-09-22,San Marino,68.14,Person
441,Steven Thompson,"9091 Davis Hill Apt. 478
Mcknightshire, WV 94369",2014-03-30,Switzerland,94.78,Person
